id,perc_premium_paid_by_cash_credit,age_in_days,Income,Count_3-6_months_late,Count_6-12_months_late,Count_more_than_12_months_late,application_underwriting_score,no_of_premiums_paid,sourcing_channel,residence_area_type,target
111069,0.641,15341,285020,1,0,1,99.41,20,D,Urban,1
78535,0.013,21181,180110,0,0,0,99.2,13,A,Rural,1
18724,0.025,22643,131630,0,0,0,98.18,19,A,Rural,1
18684,0.266,21177,207650,0,0,0,99.29,7,C,Urban,1
41754,0.078,25190,345080,0,0,0,99.35,14,B,Rural,1
73147,0.534,12419,91590,0,0,0,99.46,9,B,Rural,1
8013,0.019,20812,257540,0,0,0,99.17,16,A,Urban,1
71101,0.59,24099,180080,1,0,0,98.84,11,A,Urban,1
89125,0.407,21546,102060,0,0,0,98.99,8,A,Urban,1
3968,0.005,14971,232950,0,0,0,99.05,8,B,Urban,1
4937,0.056,16067,191540,0,0,0,99.13,9,E,Rural,1
32631,0.019,24470,443810,0,0,0,99.4,17,B,Urban,1
96023,0.188,23003,45040,0,0,0,97.82,17,A,Urban,1
38497,0.005,26652,328610,0,0,0,99.89,29,A,Urban,1
21826,0.547,20081,450150,0,0,0,98.77,10,C,Urban,1
40234,0.578,12058,114090,0,0,0,98.45,11,A,Urban,1
28136,0,20450,247600,0,0,0,99.64,9,A,Rural,1
97430,0.85,18260,336140,0,0,0,99.1,16,C,Urban,1
3413,0.018,22279,227820,0,0,0,99.24,14,C,Urban,1
40992,0.029,20445,125020,0,0,0,99.67,11,A,Urban,1
34386,0.375,17164,264080,0,0,0,99.14,12,A,Urban,1
52712,0.918,9497,151620,0,0,0,99.04,10,A,Urban,1
44393,0.026,21180,175140,0,0,0,99.7,20,A,Rural,1
22759,0.139,12052,78100,0,0,0,98.28,9,C,Rural,1
12729,1,10958,87030,0,0,0,,5,B,Rural,0
112821,0.104,9860,76850,0,0,0,99.56,6,A,Urban,1
15191,0.743,11692,153020,0,0,0,98.85,8,A,Urban,1
14346,0.072,12785,240130,0,0,0,99.43,10,A,Rural,1
67606,0.381,10960,99040,0,0,0,98.33,8,B,Urban,1
107575,0.457,19723,192810,0,0,0,99.75,4,C,Urban,1
1652,0.044,25920,169700,0,0,0,98.67,10,A,Rural,1
41171,0.307,10227,187560,0,0,0,99.68,9,A,Urban,1
102312,0.024,18622,287590,0,0,0,99.08,13,C,Urban,1
17068,0.022,25191,225120,0,0,0,99.46,10,A,Urban,1
54285,0,22637,204090,0,0,0,99.52,11,B,Urban,1
31777,1,9134,78100,0,0,0,99.44,4,A,Rural,1
57446,0.513,13515,112560,0,0,0,99.18,8,B,Rural,1
84604,0.114,14977,285040,0,0,0,99.35,12,A,Urban,1
105826,0.227,24462,233090,0,0,0,98.11,15,B,Rural,1
92654,0.003,16432,180090,0,0,0,99.27,11,B,Rural,1
30597,0.039,17527,222650,0,0,0,98.79,12,A,Rural,1
50592,0.28,16075,213530,1,0,0,99.53,14,A,Urban,1
98954,0.002,17892,54070,0,0,0,98.08,15,C,Rural,1
5169,0.484,23000,124860,0,0,0,99.46,7,A,Urban,1
80947,0.329,24103,324120,1,0,0,99.22,19,B,Urban,1
68626,0.056,28118,1140070,0,0,0,99.84,6,A,Rural,1
58538,0.771,13146,250070,0,0,0,99.41,7,D,Urban,1
112364,0.256,25928,149270,0,0,0,99.14,9,A,Urban,1
101380,0.003,31398,60050,0,0,0,,5,A,Rural,1
79111,0.011,28477,293120,0,0,0,99.89,9,A,Urban,1
24045,0,20082,75050,0,0,0,,6,B,Rural,1
74675,0.017,32129,90980,0,0,0,99.48,8,A,Rural,1
50965,0.506,23369,309060,4,0,0,98.25,12,A,Rural,1
110987,0.283,18986,141050,1,0,0,99.02,16,B,Rural,1
53312,0.042,14605,600130,0,0,0,99.42,8,D,Urban,1
41364,0.067,24099,187650,0,0,0,99.08,11,A,Rural,1
104696,0.789,18622,291100,0,0,0,98.44,13,C,Rural,0
86662,0.588,12053,80060,0,0,0,99.2,7,A,Urban,1
9198,0.045,21547,244590,0,0,0,99.26,8,B,Rural,1
64900,0.143,23004,75050,0,0,0,97.11,10,A,Urban,1
53736,1,21181,95700,0,0,0,,4,A,Urban,1
79776,0.135,14975,245010,1,0,0,99.47,8,B,Rural,1
3131,0.024,23003,430060,0,0,0,99.02,13,A,Urban,1
20810,0.826,10234,48050,0,0,0,97.82,6,C,Rural,1
14548,0.146,24463,54060,0,0,0,99.16,5,A,Urban,1
32970,0.021,25559,300130,0,0,0,99.66,9,A,Rural,1
86275,0.098,21183,246030,0,0,0,99.32,6,A,Urban,1
58054,0.389,23007,300080,0,0,0,99.13,22,A,Urban,1
17576,0.134,13879,160480,0,0,0,98.42,7,A,Urban,1
59775,0.142,18993,63080,1,0,0,98.54,10,B,Urban,0
10062,0.001,25555,114040,0,1,0,99.66,18,A,Rural,1
110033,0.016,20817,121060,1,0,0,98.75,16,D,Rural,1
107402,0.751,14244,91870,1,3,2,99.42,5,B,Urban,0
91206,0.115,31765,180090,0,0,0,99.48,8,A,Rural,1
37805,0.24,20445,48570,0,0,0,98.34,5,A,Urban,1
111539,0.001,20449,244830,0,0,0,98.96,13,C,Urban,1
83282,0.171,20445,318540,1,0,0,97.48,17,B,Urban,1
70572,0.137,22275,75100,0,0,0,99.85,6,A,Rural,1
78874,0.967,10592,226170,0,0,0,98.97,8,A,Urban,1
5662,0.123,18625,72050,0,0,0,99.81,8,A,Urban,1
68370,0.215,20451,135140,0,0,0,99.22,7,A,Urban,1
92969,0,27389,227510,0,0,0,,10,A,Rural,1
78570,0.62,19356,145650,0,0,0,99,12,A,Rural,1
50746,0.44,16440,120150,0,0,0,99.33,7,A,Urban,1
41718,0.022,17162,80310,0,0,0,98.12,11,C,Urban,1
19250,0.709,22640,195080,0,0,0,98.64,20,B,Urban,0
2850,0.112,16075,120100,0,0,0,98.15,12,E,Urban,1
67013,0,17166,269420,0,0,0,99.08,17,A,Urban,1
96784,0.206,14973,123070,0,0,0,99.5,9,B,Urban,1
10655,0.836,16075,126070,1,0,0,99.55,6,D,Urban,1
53229,1,10961,60070,0,0,0,99.51,3,C,Urban,1
1946,0,10964,80790,0,0,0,99.68,5,A,Rural,1
114069,0,16430,276240,0,0,0,99.77,8,C,Rural,1
60187,0.228,15704,271940,1,0,0,99.24,10,D,Urban,0
72532,0.044,24832,166750,0,0,0,99.82,7,A,Urban,1
72879,0.561,20447,93750,0,0,0,96.81,24,B,Rural,1
30543,0.111,15340,90130,0,0,0,97.71,10,A,Urban,1
1149,1,23375,126110,0,0,0,99.28,6,A,Urban,1
53837,0.067,10965,73250,0,0,0,99.78,11,A,Urban,1
49195,0.55,12790,366110,0,0,0,98.73,15,C,Rural,1
102844,0.002,12419,159540,1,0,0,98.61,21,D,Urban,1
60378,0.064,17895,207610,0,0,0,99.17,25,C,Urban,1
91245,0.15,16071,192060,0,0,0,99.55,6,D,Urban,1
33743,0,15339,90070,0,0,0,99.66,7,C,Rural,1
84360,0.104,23007,205070,0,0,0,99.34,17,A,Urban,1
113340,0.72,10965,56430,0,0,0,99.87,5,C,Rural,1
59996,0.046,26651,180050,1,0,0,99.35,11,A,Rural,1
110786,0.984,21910,198710,1,0,2,98.56,18,A,Urban,0
99391,0.129,21907,288610,0,0,0,99.09,12,A,Rural,1
16565,0.048,10956,195060,0,0,0,98.93,12,A,Urban,1
108740,0.474,16067,212640,0,0,0,99.28,15,A,Urban,1
6884,0.439,11685,122600,0,0,0,98.74,9,C,Rural,1
106203,0.51,23734,135100,0,0,0,98.31,22,B,Rural,1
38893,0.081,29575,100100,0,0,0,99.52,6,A,Urban,1
57065,0.004,18623,165190,0,0,0,99.29,10,A,Urban,1
11105,0.012,28479,78160,0,0,0,99.86,10,A,Urban,1
81353,0.975,20814,221720,1,0,0,99.19,5,A,Urban,0
27971,0.015,20817,193620,0,0,0,99.44,13,A,Rural,1
98027,0.193,13516,270130,0,0,0,99.25,14,C,Rural,1
17247,0.505,22643,475110,3,0,0,99.77,10,A,Rural,1
96703,0.707,20446,105140,0,0,0,98.61,10,B,Urban,1
39932,1,24096,180110,0,1,1,99.71,3,C,Rural,0
98552,0.033,29209,126120,0,0,0,99.48,12,A,Rural,1
111197,0.006,23372,115140,0,0,0,98.55,13,B,Rural,1
20973,0.003,15340,64920,0,0,0,99.25,14,A,Urban,1
62574,0.207,18261,85380,0,0,0,99.62,5,C,Rural,1
89461,0.682,20084,84150,0,0,0,98.35,6,A,Rural,1
3239,0.188,16436,525850,0,0,0,99.29,17,D,Urban,1
670,0.126,13519,210090,0,0,0,99.02,14,C,Rural,1
684,0.877,17900,360050,0,0,0,98.21,26,B,Rural,1
112559,0.288,18623,161320,0,0,0,99.37,17,A,Rural,1
4542,0.231,15706,375050,0,0,0,99.29,17,A,Urban,1
14088,0.923,24834,31650,1,0,0,96.85,4,A,Urban,1
78052,0.005,14246,550120,0,0,0,99.61,11,D,Urban,1
104869,0.01,14611,210060,0,0,0,99.61,6,A,Urban,1
56646,0.632,14980,285050,2,0,0,99.52,11,C,Rural,0
108030,0.221,21542,295060,0,0,0,98.95,21,A,Urban,1
67621,0.024,21910,315080,0,0,0,,8,A,Rural,1
87374,0.022,17897,225120,0,0,0,98.63,14,A,Rural,1
40491,0.181,23375,161930,2,0,0,98.78,20,A,Urban,1
57404,0.048,21547,108120,0,0,1,98.39,5,A,Urban,0
1103,0.117,12783,187610,0,0,0,99.13,14,A,Rural,1
52050,0.146,21543,211470,0,0,0,99.15,6,B,Urban,1
93948,1,24095,72120,1,0,0,97.57,9,A,Urban,1
49277,0.034,28476,120130,0,0,0,99.87,6,A,Rural,1
108851,0.589,12782,109770,0,0,0,98.93,8,B,Urban,1
48951,0.077,18993,324060,0,0,0,99.32,8,D,Urban,1
46405,0.817,18989,550060,2,0,0,98.73,18,A,Urban,1
29370,0.409,18630,337590,0,0,0,99.63,5,A,Urban,1
63667,0,18622,182100,0,0,0,98.84,10,C,Urban,1
54200,0.093,14249,103680,0,0,0,98.52,7,A,Urban,1
86257,0.373,15709,330120,0,0,0,98.41,18,C,Urban,1
87922,0,20815,174100,0,1,1,98.96,7,A,Urban,0
59254,0.495,17900,127570,2,0,0,98.57,21,A,Urban,1
78910,0.042,26654,105100,0,0,0,99.5,11,A,Rural,1
98524,0.02,19720,450050,0,0,0,99.68,17,A,Urban,1
64787,0.049,20083,171300,0,0,0,99.46,11,B,Urban,1
88964,0.024,21181,321070,1,0,0,99.33,21,B,Urban,1
12096,0.831,21912,199410,0,0,0,99.12,11,B,Urban,1
68233,0.015,18989,300150,1,0,0,99.38,22,C,Urban,1
51012,0.866,13151,125040,1,0,0,98.53,11,B,Urban,1
22293,0.024,16797,225050,3,1,1,,9,A,Urban,0
63955,0.032,22639,117930,0,0,0,99.82,11,B,Urban,1
28394,0.707,18629,141280,0,0,0,98.26,10,B,Urban,1
65769,0.001,25922,180080,0,0,0,99.43,7,B,Urban,1
90159,0.047,17170,237560,0,0,0,98.3,12,B,Urban,1
83564,0.051,16434,135150,0,0,0,99.89,3,A,Rural,1
8710,0.094,13516,237560,0,0,0,98.94,13,B,Rural,1
82203,1,9135,129080,1,0,0,99.71,4,B,Urban,1
53283,0.114,17160,150140,0,0,0,98.87,8,A,Urban,1
89598,0.024,21550,210070,0,0,0,99.02,8,A,Rural,1
68557,0.215,17899,330140,0,0,0,99.46,8,D,Rural,1
23411,0.084,30309,100040,0,0,0,99.86,5,A,Urban,1
69350,0.098,22643,180050,0,0,0,98.98,33,E,Urban,1
89545,0.088,24104,110940,0,0,0,99.3,7,B,Urban,1
6624,0.189,16435,227540,0,0,0,99.13,16,C,Rural,1
38731,0.662,23371,311020,1,1,0,99.26,13,A,Urban,1
81605,0.457,18255,167940,0,0,0,98.85,9,A,Urban,1
23042,0.008,13877,144150,0,0,0,98.84,11,C,Urban,1
66617,0.017,29935,54040,1,0,0,99.85,16,A,Urban,1
7635,0,10595,267510,0,0,0,99.33,14,B,Rural,1
92451,1,26658,300030,0,0,0,99.77,3,A,Urban,1
69856,0.513,8770,61200,0,0,0,99.39,8,A,Rural,1
65834,0.938,19356,233860,1,0,0,98.27,13,A,Rural,1
53205,0.086,17164,75110,2,0,0,98.57,15,A,Urban,1
27190,0.626,14245,76780,3,1,2,96.85,8,B,Rural,0
88599,1,17529,111130,1,1,0,99.37,6,E,Rural,1
47633,0.667,11330,170100,0,0,2,99.35,9,A,Urban,1
9983,0.084,17161,240100,0,0,0,99.08,14,B,Urban,1
68712,0.174,29210,180130,0,0,0,99,9,A,Rural,1
48492,0.121,21914,300130,0,0,0,99.71,10,A,Urban,1
44358,0.19,26653,151510,0,0,0,98,13,A,Rural,1
94367,0.692,14973,187550,0,0,0,98.98,9,C,Urban,1
30704,0.144,16800,168670,0,0,0,98.83,13,A,Rural,1
108058,0.893,17163,267070,0,0,0,98.89,13,C,Urban,1
78440,0.148,18986,98980,0,0,0,99.56,9,D,Urban,1
100327,0.595,12425,394010,0,0,0,99.35,9,C,Rural,1
106279,0.514,19350,201790,0,0,0,98.55,6,C,Rural,1
88875,0.308,18623,156060,0,0,0,98.28,9,D,Urban,1
3439,0.54,9860,103470,0,0,0,99.64,11,B,Urban,1
112686,0.395,24105,90080,5,0,2,98.47,10,D,Urban,0
13210,0.705,16435,106600,0,0,0,98.05,12,A,Urban,1
44322,0.099,25929,128150,0,0,0,99.32,6,A,Rural,1
100471,0.646,21184,350400,0,0,0,99.36,8,C,Urban,1
66710,0.401,18263,182620,0,0,0,99.38,9,C,Urban,1
70753,0.035,25193,191330,0,0,0,99.83,10,A,Rural,1
78975,0.059,23368,467650,0,0,0,99.54,25,B,Rural,0
108186,0.38,18988,105070,1,0,0,98.78,9,B,Rural,1
90911,0.103,13882,225100,1,0,0,99.81,10,A,Rural,1
19502,0.313,17527,87610,2,0,0,97.89,14,D,Urban,1
3320,0.19,17899,180090,1,0,0,98.45,19,B,Urban,1
45390,0.404,19725,210060,0,0,0,99.74,5,A,Rural,1
80988,0.72,14975,171030,1,0,0,98.65,16,A,Urban,1
104262,0.384,17894,225650,1,0,0,99.87,6,D,Urban,1
102498,0.035,31035,164660,0,0,0,99.88,11,A,Urban,1
67830,0.114,24100,425020,0,0,0,99.59,6,A,Urban,1
27242,0.763,17533,330040,0,0,0,98.52,16,C,Rural,1
110884,0.471,24102,420070,3,0,1,99.46,12,B,Rural,1
64049,0.709,16797,148630,0,0,0,98.03,7,C,Urban,1
6308,1,10235,120050,0,0,0,99.73,4,A,Rural,1
7341,0.368,32498,90040,0,0,0,99.25,7,A,Rural,1
77494,0.885,17900,362630,4,0,0,99.01,17,C,Rural,0
33956,0.996,12420,75130,1,0,0,98.98,9,C,Urban,1
112247,0.026,21909,183130,0,0,0,98.63,12,C,Urban,1
21581,0.45,21540,690130,0,0,0,99.1,30,D,Urban,1
56081,0.089,16438,237420,0,0,0,98.97,9,A,Urban,1
95930,0,8770,124070,0,0,0,,4,A,Urban,1
50824,0.178,13155,195150,0,0,0,98.9,13,D,Rural,1
26900,0.092,15341,264140,0,0,0,99.08,10,B,Urban,1
108974,0.569,17160,219070,0,0,0,98.63,19,A,Rural,1
49047,0.391,21542,423660,1,0,0,99.27,10,B,Urban,1
13778,0.049,12418,210090,0,0,0,99.69,9,C,Rural,1
28747,0.593,22645,162070,3,0,0,98.67,14,A,Urban,1
52246,0.586,13876,49530,0,0,0,99.2,8,B,Urban,1
113991,0.035,12781,187570,0,0,0,98.78,12,A,Urban,1
81549,0.028,21912,105150,0,0,0,99.87,6,A,Urban,1
39239,0.02,22274,132820,0,0,0,99.42,8,A,Urban,1
86654,0.058,14606,114030,0,0,0,99.14,12,A,Urban,1
30988,0.317,21915,178680,0,0,0,98.71,8,C,Urban,1
111160,0,21181,417630,0,0,0,99.55,12,A,Urban,1
107795,0.104,23004,150110,0,0,0,99.19,7,A,Rural,1
93723,0.025,22643,90100,0,0,0,99.35,7,B,Rural,1
63261,0.627,18258,216070,1,0,0,99.31,7,B,Rural,1
62885,0.044,10960,138150,0,0,0,99.61,6,D,Rural,1
66025,0.528,17899,300140,0,0,0,98.57,8,D,Urban,1
4751,0.061,17535,157270,0,0,0,99.05,8,C,Rural,1
76475,0.111,13515,600040,0,0,0,99.55,11,C,Rural,1
66721,0.083,20450,60040,0,0,0,99.03,8,A,Urban,1
47605,0.961,12057,28580,0,1,0,97.55,11,B,Rural,1
81970,0.071,20446,187580,0,0,0,99.11,11,A,Urban,1
88114,1,12416,250110,0,0,0,,2,B,Urban,1
61962,0.178,16435,229860,0,0,0,98.83,13,B,Urban,1
22096,0.212,11330,125150,0,0,0,99.41,10,A,Rural,1
18212,0.024,25194,512830,0,0,0,99.62,12,A,Urban,1
98281,0.012,28120,163000,0,0,0,99.87,9,A,Urban,1
8018,0.178,22638,61050,0,0,0,97.86,11,A,Rural,1
23675,0.034,22636,245030,0,0,0,99.51,15,A,Urban,1
103533,0.017,22275,159080,0,0,0,99.39,9,C,Urban,1
25411,0.122,15701,187590,0,0,0,99.1,12,A,Urban,1
28271,0.231,20820,342420,0,0,0,98.94,12,A,Urban,1
68552,0.027,17532,189230,0,0,0,99.28,7,D,Urban,1
38425,0.055,20817,213450,0,0,0,99.88,6,C,Rural,1
50117,0.011,17168,171150,1,0,1,99.41,12,A,Urban,1
3879,0.729,11695,187610,0,0,0,98.33,10,B,Urban,1
9894,0.004,14242,294120,0,0,0,99.1,12,A,Urban,1
51819,0.017,20452,551530,0,0,0,99.13,13,A,Urban,1
95797,0.016,16797,118620,0,0,1,99.89,4,A,Urban,1
94412,0.073,18992,390620,0,0,0,99.55,11,D,Rural,1
60243,0.137,12784,2355150,0,0,0,99.85,6,C,Urban,0
18574,0.425,24829,130130,0,0,0,99.18,5,A,Urban,1
11063,0.227,16065,209320,0,0,0,99.18,9,B,Urban,1
101392,1,13879,168140,0,0,0,,4,C,Urban,1
63003,0,17533,380180,0,0,0,,4,A,Rural,1
98128,0.002,21540,315040,0,0,0,99.16,9,A,Rural,1
58801,0.059,16075,480040,0,0,0,99.79,16,A,Urban,1
99727,0.887,11321,43610,1,0,6,99.36,9,A,Rural,1
56280,0.908,9497,195080,3,1,8,96.57,24,A,Urban,0
39418,0,8041,24750,0,0,0,,4,A,Urban,1
7394,0.978,11687,342040,2,0,0,99.62,9,A,Urban,1
86608,0.773,14606,112620,0,0,0,98.66,19,B,Rural,1
1090,0,18624,36030,1,0,0,99.23,11,A,Urban,1
107753,0.391,21906,162580,0,0,0,98.33,14,B,Rural,1
7213,0.001,23735,82980,0,0,0,98.7,8,A,Rural,1
28644,0.017,13885,210880,0,0,0,99.05,10,B,Urban,1
16131,0.065,21906,165030,0,0,0,98.87,10,A,Rural,1
97002,0.19,17894,347040,0,0,0,99.01,43,C,Rural,1
112088,0.232,13877,180080,0,0,0,98.86,19,A,Rural,1
11479,0,12058,150140,2,0,0,99.01,7,A,Urban,1
107920,0.585,16799,223980,0,0,0,99.01,11,E,Urban,1
45851,0.452,24469,120030,0,0,0,99.31,6,A,Rural,1
1686,0.01,25192,315140,0,0,0,99.51,13,A,Urban,1
108056,0.743,16796,323370,0,0,0,98.85,10,C,Urban,1
46828,0.03,11688,186090,1,5,2,98.61,6,C,Urban,1
61547,0.949,14980,245640,0,1,1,99.11,8,A,Rural,1
57443,0.739,19723,63130,1,0,0,97.25,16,C,Urban,1
93593,0.15,18630,330130,1,0,0,98.44,35,B,Urban,1
105802,0.11,20455,166430,1,0,0,99.7,9,C,Urban,1
102546,0.28,25926,150070,0,0,0,99.28,11,A,Rural,1
4299,0.354,19717,212540,0,0,0,98.87,26,B,Rural,1
83308,0.528,16804,775080,1,0,0,97.97,15,B,Rural,1
72402,1,23003,222130,1,4,1,98.56,8,A,Urban,0
6419,1,17162,285120,0,0,0,99.05,5,A,Rural,1
82402,0.284,12424,90030,0,0,0,99.55,8,A,Rural,1
475,1,16068,305650,0,0,0,99.88,2,C,Urban,0
108604,0.069,22270,265120,0,0,0,98.89,19,A,Urban,1
2297,0.091,17897,177150,1,0,0,98.9,14,B,Urban,1
67703,1,20810,165030,0,0,0,,2,A,Urban,0
66415,0.607,20083,135150,0,0,0,99.43,6,A,Rural,1
33856,0.644,10226,93800,0,0,0,98.95,10,A,Urban,1
66068,0.388,15710,117360,0,0,0,99.03,13,A,Urban,1
95674,0.967,17899,290530,0,0,1,98.7,19,D,Rural,0
97553,0.835,18262,60070,3,0,0,94.36,9,B,Urban,0
63296,0.004,30308,63010,0,0,0,99.27,18,A,Urban,1
52203,0.427,19360,69360,0,0,0,99.68,12,A,Rural,1
81269,0.015,26659,159120,0,0,0,99.76,13,B,Urban,1
31079,0.861,12424,136610,0,0,0,99.84,4,B,Urban,0
21610,0.273,21543,75030,0,0,0,97.44,8,A,Urban,1
29652,0.013,16797,40580,0,0,0,99.88,5,B,Urban,1
41895,0.057,24827,66850,0,0,0,99.87,8,A,Rural,1
26305,0.278,13519,375030,1,0,0,98.86,15,D,Urban,1
55878,0.123,23733,103680,0,0,0,99.52,10,A,Rural,1
69453,0.188,20451,213050,0,0,0,99.53,20,B,Urban,1
104847,0.327,13517,150150,0,0,0,98.97,11,A,Rural,1
52029,0.003,25928,99930,0,0,0,99.19,16,A,Rural,1
55295,0.907,10965,84310,0,0,0,99.59,4,A,Urban,1
9645,0.807,18256,181100,0,1,0,98.79,10,C,Urban,1
50908,0.094,23372,150110,0,0,0,98.33,20,C,Urban,1
29601,1,16434,85780,0,0,0,97.52,4,A,Urban,1
94000,0.17,17896,210130,0,0,0,98.57,11,A,Urban,1
20611,0.273,19715,138060,0,1,0,99,15,A,Urban,0
97811,0.684,17167,308960,0,0,0,99.31,8,D,Rural,1
70447,0.265,12059,159050,0,0,0,99.85,5,D,Urban,1
1166,0.002,20080,453100,0,0,0,99.62,24,C,Urban,1
15069,0.069,24096,255030,1,1,0,98.59,16,A,Rural,1
65734,1,23003,95340,0,2,0,99.8,3,B,Rural,1
4426,0.073,16799,134710,0,0,0,99.62,10,C,Urban,1
3462,0.091,20454,105080,1,0,0,99.63,8,A,Urban,1
63116,0.038,16805,172610,0,0,0,99.11,12,D,Rural,1
101221,0.192,10597,84050,0,0,0,99.48,6,A,Urban,1
81130,0.028,27389,390180,0,0,0,99.41,17,A,Urban,1
5315,0.925,23375,87880,0,0,0,99.19,11,A,Urban,1
21074,0.041,21545,180130,0,0,0,97.74,28,A,Rural,1
111016,0.009,13880,237570,0,0,1,98.89,10,A,Urban,1
52350,0.02,19355,168180,0,0,0,99.88,10,D,Urban,1
21071,0.459,12788,171150,0,0,1,98.68,17,A,Urban,1
67410,0,29577,176850,0,0,0,99.5,11,B,Urban,1
114029,0.942,16439,204630,0,0,0,99.61,5,D,Urban,1
56984,0.498,17170,244580,0,0,0,99.16,11,C,Urban,1
47950,1,14608,114050,0,0,0,,2,B,Urban,1
93931,0.018,17900,245100,0,0,0,99.35,9,B,Urban,1
17990,0.079,14242,55060,0,0,0,99.3,5,A,Rural,1
33347,0.09,13877,200210,0,0,0,99.71,7,B,Urban,1
16464,0.37,12425,150100,0,0,0,98.76,9,C,Rural,1
37062,0.54,14614,179670,0,0,0,99.55,5,B,Urban,1
63375,1,14973,1750070,0,0,0,99.6,9,B,Urban,1
111037,0.025,10956,200090,0,0,0,99.71,13,A,Urban,1
62546,0.011,28115,75080,0,0,0,99.86,9,A,Urban,0
104251,0.143,21550,194270,0,0,0,99.21,6,A,Urban,1
108149,0.047,21549,263040,0,0,0,98.71,23,A,Rural,1
83956,0.099,12418,64890,0,0,0,99,10,A,Urban,1
87689,0.925,18995,201100,0,0,0,98.5,13,A,Rural,1
37027,0.065,18256,75140,0,0,0,97.92,17,A,Rural,1
97649,0.668,20090,108100,0,0,0,98.7,12,B,Urban,1
95633,0.403,17898,156110,0,0,0,99.47,7,D,Urban,1
30677,1,14609,201590,3,0,0,99.48,5,A,Urban,1
99418,1,25200,150130,0,0,0,99.75,4,A,Rural,1
46344,0.129,25562,75070,0,0,0,99.03,21,A,Rural,1
13888,0.155,15341,166380,0,0,0,99.23,7,A,Rural,1
67863,0.036,25191,106650,0,0,0,98.83,14,A,Urban,1
38348,0.73,18262,337530,0,0,0,99.16,9,D,Urban,1
103412,0.017,18985,173590,0,0,0,98.62,16,D,Rural,1
9468,1,12790,159860,0,0,0,,2,B,Rural,1
37585,0.118,16435,133140,0,0,0,99.87,5,A,Rural,1
98799,0.381,10963,99070,0,0,0,99.14,9,A,Urban,1
30236,0.2,24828,188790,0,0,0,98.68,15,A,Rural,1
55549,0.113,18985,322600,0,0,0,99.26,16,C,Rural,1
30792,1,11694,77040,1,0,1,99.8,5,A,Urban,1
1572,0.096,22636,249110,0,0,0,99.77,20,A,Urban,1
44564,0.769,9861,174110,0,0,0,99.47,10,A,Rural,1
29699,0.257,12060,187840,1,0,0,98.88,12,A,Urban,1
11683,0.001,32130,195030,1,0,0,99.19,11,B,Urban,1
47995,0.277,15340,237120,0,0,0,99.53,8,D,Rural,1
108200,0.218,19716,875150,1,0,0,99.69,7,D,Urban,1
38389,0.417,13155,362600,0,0,0,99.59,7,D,Urban,1
47768,0.239,14971,273860,0,0,0,99.36,10,D,Urban,1
37602,0.168,11689,288790,1,0,0,99.1,9,B,Urban,1
94749,0.934,23001,255130,0,0,0,98.88,11,B,Urban,1
34711,0.19,15345,372080,0,0,0,99.16,18,E,Rural,1
84690,0.23,13884,200100,1,0,0,98.87,12,A,Urban,1
106149,0.236,23369,119610,0,0,0,99.82,4,A,Rural,1
77781,0.069,23373,534130,0,0,0,99.16,20,A,Rural,1
68464,0.055,8773,24740,0,0,0,98.41,7,A,Rural,1
59157,0.262,17168,174820,0,0,0,98.96,12,B,Urban,1
68652,0.022,32858,46660,0,0,0,99.88,5,A,Rural,1
34532,0.515,21915,625100,0,0,0,99.44,15,B,Rural,1
15137,0,20812,200040,0,0,0,99.5,12,A,Urban,1
47141,0.133,23374,99110,1,0,0,99.63,7,A,Urban,1
90070,0.478,12784,195130,0,0,0,99.19,7,A,Urban,1
111517,0.817,20449,157630,2,0,0,96.13,19,A,Urban,0
81728,0.027,17534,210140,0,0,0,99.49,8,A,Urban,1
63476,0.221,10227,89270,1,0,0,99.62,6,C,Urban,1
8226,0.539,17160,240080,0,0,0,98.77,8,A,Urban,1
22035,0.715,20087,75030,0,1,1,99.51,22,B,Urban,0
43230,0.067,24834,192950,0,0,0,99.68,9,A,Urban,1
95611,0.955,18257,105060,1,0,0,99.51,7,E,Urban,1
37436,0.869,20817,414350,0,0,0,99.37,11,B,Urban,1
40880,0.291,23740,88110,0,0,0,98.38,22,A,Rural,1
51324,0.07,23000,250040,1,0,0,96.32,12,A,Urban,1
47242,0.65,12425,267130,2,0,0,98.76,11,A,Urban,1
85545,0.427,15700,117530,0,0,0,99.73,9,A,Urban,1
61133,0.089,16802,162540,0,0,0,99.79,6,C,Urban,1
100556,0.001,17532,193040,0,0,0,99.28,13,D,Urban,1
27191,0.482,25564,119290,0,0,0,99.62,8,B,Urban,1
70494,0.624,19352,187630,0,0,0,99,8,C,Rural,1
96498,0.8,23009,135060,0,0,0,98.66,15,C,Rural,1
14619,0.992,18264,135130,1,1,0,99.56,6,B,Urban,1
99697,0.045,17890,525130,0,0,0,99.59,14,C,Urban,1
15688,0.623,25920,42100,0,0,0,96.29,15,A,Urban,1
83018,0.007,18262,162080,0,0,0,99.24,16,A,Rural,1
92121,0.061,17162,270050,0,0,0,98.72,11,D,Rural,1
107127,0.061,19722,210050,0,0,0,99.74,12,D,Rural,1
7286,1,12059,210050,0,0,0,,2,A,Urban,1
12241,0,26291,360060,0,0,0,99.71,9,A,Urban,1
80335,0.261,16066,183610,0,0,0,98.24,15,B,Urban,1
2034,0.244,21175,240080,0,0,0,98.62,19,A,Rural,1
